src,tgt
"Cục QLTT Quảng Bình phát hiện ,  thu giữ gần 1 tấn kem ,  hóa chất mỹ phẩm không rõ nguồn gốc xuất xứ",Quang Binh信息管理部发现并查获了近1吨奶油，起源不明的化妆品化学品
"Những cặp đôi quyền lực nhất phố Wall là hình mẫu lý tưởng mà nhiều người mơ ước .  Họ không chỉ tài năng ,  giàu có mà còn nỗ lực sát cánh cùng nhau trên con đường tạo dựng thành công tại phố Wall danh tiếng .",华尔街最强大的夫妻是许多人梦dream以求的理想型号。他们不仅是才华横溢且富有的，而且还努力在著名的华尔街成功建立途中共同努力。
Chiếc ô tô BMW 3-Series F30 phiên bản 320i 2018 đang được giảm giá mạnh 275 triệu đồng/chiếc tại thị trường Việt Nam . Sự kiện :,BMW 3系F30赛车版本320I 2018在越南市场上的折扣为2.75亿张/单位。
"Dịch bệnh Covid-19 tiếp tục diễn biến phức tạp ,  đặc biệt tại các tỉnh phía Nam làm cho tổng mức bán lẻ và doanh thu dịch vụ tiêu dùng 9 tháng năm 2021 giảm ở tất cả các ngành hoạt động .",Covid-19的流行仍然很复杂，尤其是在南部省份，使所有运营行业的零售和消费者服务收入在2021年的9个月内减少。
"Được bao phủ bởi các miệng núi lửa và cánh rừng Taiga rộng lớn ,  thung lũng chết nằm ở phía Tây Bắc Yakutia ,  Siberia ,  nước Nga đã khiến không ít người tò mò bởi những hiện tượng bí ẩn liên quan đến những quả cầu kim loại . Sự kiện :",死去的山谷被大型火山口和塔加森林所覆盖，位于俄罗斯西伯利亚Yakutia的西北，这使许多人对与金属球有关的神秘现象感到好奇。
"Do kinh tế năm nay khởi sắc ,  nên dự đoán ,  thị trường bánh trung thu năm 2016 sẽ khởi động sớm ,  sức mua sẽ tăng .",由于今年的经济，预计2016年的月球蛋糕市场将尽早启动，购买力将增加。
"Chiếc ô tô cũ Mercedes E240 mua mới năm 2004 giá gần 2 tỷ đồng ,  sau 14 năm ,  xe hiện chỉ còn 300 triệu đồng . Sự kiện :",旧的梅赛德斯E240汽车于2004年购买了近20亿面，14年后，这辆车目前仅为3亿。
"Giá vàng hôm nay trên thị trường thế giới và ở cả thị trường trong nước đều đã  “ hạt nhiệt ”  .  Tuy nhiên ,  giá vàng được dự báo sẽ tăng nhanh trở lại . Sự kiện :",当今世界市场和国内市场上的黄金价格具有“热谷物”。但是，预测黄金价格将迅速上涨。
Giá vàng hôm nay 27/3/2017 trên thị trường thế giới vọt tăng cao .  Nhiều chuyên gia cho rằng những thông tin bất ổn tại Mỹ tác động trực tiếp tới giá vàng . Sự kiện :,今天27/3/2017在世界市场上的黄金价格飙升。许多专家认为，美国不稳定的信息直接影响黄金的价格。
"Áp dụng công cụ kép 5S và Kaizen được xem là giải pháp đồng bộ ,  giúp Công ty Cổ phần thép Biên Hòa  ( Vicasa )  đạt được mục tiêu đề ra ,  nâng cao năng lực quản lý sản xuất . Sự kiện :",应用5s和Kaizen双工具被认为是同步解决方案，帮助Bien HOA钢铁股票公司（VICASA）实现了设定的目标，从而提高了生产管理能力。事件：
"Thiết bị chống muỗi được quảng cáo đôi khi đi quá xa với công dụng thực .  Chưa kể ,  chúng còn gây rắc rối cho trẻ em vì chất lượng chưa được kiểm chứng .",驱蚊剂设备有时用真实用途宣传得太远。更不用说，他们也会给儿童带来麻烦，因为尚未验证质量。
"Sau khi lộ rõ tham vọng độc chiếm Biển Đông và thường xuyên gây hấn với Nhật Bản trên biển Hoa Đông ,  Trung Quốc tiếp tục đòi phần lớn chủ quyền trên Hoàng Hải . Sự kiện :",在揭示了垄断南中国海并经常与日本在东中国的雄心勃勃的野心之后，中国继续要求大多数主权对霍海（Haang Hai）的要求。
Ông chủ Facebook Mark Zuckerberg cho biết không loại trừ khả năng Facebook sẽ ra mắt một phiên bản trả phí .,Facebook老板马克·扎克伯格（Mark Zuckerberg）说，Facebook将无法启动付费版本。
"Các hóa chất trong lăn khử mùi có thể gây ra các vấn đề đối với sức khỏe như :  Kích ứng da ,  mất cân bằng nội tiết tố và có thể dẫn đến ung thư da . Sự kiện :",除臭辊中的化学物质会引起健康问题，例如皮肤刺激，激素失衡并可能导致皮肤癌。
"Theo các chuyên gia ,  làm thế nào để xe của VinFast có thể thâm nhập một cách rộng rãi và được ưa chuộng trên thị trường là bài toán không dễ .",专家认为，如何离开Vinfast的汽车可以在市场上广泛渗透和流行并非易事。
Nghiên cứu tổng kết của các nhà khoa học Iran thuộc ĐH Y khoa Mashhad mới được công bố trên tạp chí Phytotherapy Research nêu khả năng dùng thường xuyên trái bơ có thể giúp trị liệu hội chứng chuyển hóa .,马什哈德医科大学的伊朗科学家的摘要研究刚刚发表在《植物疗法研究》杂志上，指出定期使用鳄梨的能力可以帮助治疗代谢综合征。
Những hoạt động hết sức bình thường nhưng nếu bạn làm chúng lặp đi lặp lại trong một thời gian dài sẽ gây hại cho sức khỏe của bạn .,非常正常的活动，但是如果您将它们重复很长时间，它将对您的健康有害。
"Con trai ông Trần Đình Long ,  Chủ tịch HĐQT Tập đoàn Hòa Phát tiếp tục chi thêm 400 tỷ đồng tiền mặt để gom cổ phiếu HPG .",HOA Phat Group主席Tran Dinh Long先生继续花费4000亿现金来收集HPG股票。
Giá xe ô tô Toyota tháng 7/2020 tại thị trường Việt Nam có những diễn biến mới .  Chất lượng các loại xe của Toyota vẫn được người dùng tin tưởng .  Mẫu xe rẻ nhất là Toyota Wigo với giá bán ra chỉ từ 345 triệu đồng . Sự kiện :,2020年7月，丰田汽车在越南市场的价格有了新的发展。丰田汽车的质量仍然受到用户的信任。最便宜的车型是丰田Wigo，价格仅为3.45亿。
"Có đến gần 9/10 phụ nữ có mùi hôi âm đạo ,  và thú nhận rằng họ cảm thấy xấu hổ vì điều này .  Thực tế đây là một hiện tượng rất phổ biến ,  khiến phái đẹp cảm thấy khó chịu ,  mất tự tin trong cuộc sống cũng như trong quan hệ vợ chồng .  Sự kiện :",有近9/10名阴道气味的妇女，并承认她们为此感到羞耻。实际上，这是一个非常受欢迎的现象，使女性感到不舒服，对生活以及夫妻关系失去信心。事件：
"Gừng có công dụng hiệu nghiệm đối với bệnh lý xương khớp đặc biệt là công dụng thông mạch ,  chống viêm ,  giảm đau của gừng trong bệnh viêm khớp . Sự kiện :",生姜对骨关节炎具有有效的影响，尤其是血管，抗炎，缓解关节炎的疼痛。事件：
"Tình hình Ukraine mới nhất ngày 14/1/2015 đề cập thông tin xe buýt Ukraine trúng tên lửa tầm xa ,  Ngakhuyến nghị ngừng bán muối từ Ukraine hay Ukraine tham gia tập trận quốc tế . Sự kiện :",2015年1月14日，乌克兰的最新局势提到，乌克兰巴士击中了很长的导弹，俄罗斯建议停止从乌克兰或乌克兰出售盐以参加国际演习。
"Giá vàng hôm nay bất ngờ quay đầu tăng mạnh sau những ngày giảm sâu .  Theo đó ,  giá vàng đã tăng từ 90 . 000 đồng – 130 . 000 đồng/lượng do ảnh hưởng từ đà đi lên của thế giới . Sự kiện :","今天的黄金价格在深度下降之后突然变成了急剧上升。因此，由于世界上升势头的影响，黄金价格从90,000 -VND -130,000/TAEL上涨。"
"Những món trang sức độc đáo ,  váy ,  áo với dây kéo sáng trắng ,  mạ vàng lấp lánh hay quần jeans đinh tán hầm hố… trở thành mốt trong vài năm gần đây .  Nhưng ít ai biết những vật này chứa nhiều chất độc hại ảnh hưởng đến sức khỏe .",近年来，独特的珠宝，裙子，带有亮白色拉链的衬衫，闪闪发光的金色镀金或铆钉牛仔裤已成为一种时尚。但是很少有人知道这些事情包含许多影响健康的有毒物质。
"Khi EVFTA có hiệu lực ,  cơ hội sẽ càng mở ra đối với sản phẩm thể thao xuất khẩu của Việt Nam sang Hà Lan nói riêng và các nước EU nói chung .  Tuy nhiên ,  doanh nghiệp Việt cũng cần đáp ứng quy định về nguồn gốc xuất xứ ,  hiểu rõ về các rào cản kĩ thuật trong thương mại  ( TBT )  .  .  .  để có thể thụ hưởng lợi ích mà hiệp định mang lại .",当EVFTA生效时，将为越南向荷兰，尤其是欧盟国家出口体育产品开放机会。但是，越南企业还需要符合有关起源的法规，了解贸易技术障碍（TBT）...以便能够使协议带来的利益受益。
"Đài phát thanh Iran vào ngày 27/4 đưa tin ,  Abu Bakr al-Baghdadi - thủ lĩnh tối cao của nhóm khủng bố IS đã chết vì bị thương nặng trong các cuộc không kích của Mỹ và liên quân . Sự kiện :",伊朗电台于4月27日报道说，阿布·巴克尔·阿尔·巴格达迪（Abu Bakr al -Baghdadi） - 恐怖组织的最高领导人死于美国空袭和联盟中严重受伤。
"Dê là con vật gần gũi với mọi người dân .  Từ lâu ,  thịt dê đã trở thành món đặc sản của dân nhậu ,  đồng thời thịt dê cũng là món ăn được nhiều nam giới sử dụng để cải thiện chức năng sinh lý . Sự kiện :",山羊是与所有人接近的动物。长期以来，山羊肉已成为饮酒者的特色菜，山羊肉也是许多男人用来改善生理功能的菜肴。
"Bạn cùng lớp nhận ra sát thủ nhí của IS ,  Thổ Nhĩ Kỳ bắt 16 người Indonesia vượt biên giới gia nhập IS ,  lính Iraq hành quyết dã man các phần tử khủng bố IS để trả thù .  .  .  là những tin tức mới nhất về tình hình khủng bố IS ngày 14/3/2015 .",同学意识到了IS的小刺客，土耳其迫使16位印度尼西亚人越境加入，伊拉克士兵残酷地确定了IS恐怖分子报仇的恐怖分子...最新消息是2015年3月14日的最新消息。
Hệ thống pháo AK-630M-2 Duet của Nga được coi là vũ khí đa nòng có tốc độ bắn nhanh nhất thế giới từ trước tới nay . Sự kiện :,俄罗斯的AK-630M-2二重奏加农炮系统被认为是世界上最快的多桶武器。
"Theo nguồn tin chính thức ,  hãng công nghệ Apple sẽ cho ra mắt mẫu sản phẩm xe điện vào năm 2024 với công nghệ pin xuất sắc .",据官方消息人士称，Apple Technology将在2024年推出电动汽车产品模型，并具有出色的电池技术。
"Theo thông tin từ xổ số Vietlott ,  mớiđây ,  đơn vị này đã tổ chức trao giải thưởng Jackpot Mega 6/45 trị giá hơn 34 tỷ đồng cho nam khách hàng T . M . P . Sự kiện :",根据Vietlott彩票的信息，该单元已组织为男性客户T.M.P.颁发了价值超过340亿朵vnd的大奖巨型6/45奖。
"Số lượng ô tô nhập khẩu từ Trung Quốc  ( nguyên chiếc )  tăng chóng mặt trong năm 2014 ,  biến nước này trở thành thị trường có giá trị kim ngạch nhập khẩu ô tô lớn nhất của Việt Nam . Sự kiện :",从中国进口的汽车数量在2014年迅速增加，将其变成了越南汽车进口营业额最大的进口进口营业额最大的市场。
"Hôm qua  ( 20/3 )  ,  một chiếc máy bay chở 45 người lao xuống đất trong lúc hạ cánh rồi bốc cháy ,  làm ít nhất 37 người bị thương tại sân bay ở thị trấn Wau của Nam Sudan .",昨天（3月20日），一架载有45人的飞机在着陆并着火时赶到了地上，在南苏丹沃镇的机场至少受伤37人受伤。
Liên minh gồm 17 bang ở Mỹ hôm qua kiện Tổng thống Barack Obama vượt quá quyền hạn khi ra sắc lệnh nới lỏng trục xuất hàng triệu người nhập cư bất hợp pháp .,美国17个州昨天的联盟昨天起诉了巴拉克·奥巴马（Barack Obama）总统，当时该法令松散了数百万非法移民的驱逐。
"Với giá thành từ 3 đến hơn 4 triệu đồng ,  người dùng có thể sở hữu những chiếc smartphone giá rẻ cấu hình tốt và đặc biệt là pin dung lượng từ 3 . 000 đến 5 . 300 mAh ,  cho thời gian trải nghiệm thoải mái khi đi du lịch . Sự kiện :","以3到400万的价格，用户可以拥有廉价的智能手机配置，尤其是电池容量从3,000到5,300 mAh，在旅行时舒适的体验时间。活动：活动："
